,text,set_name,level,script_calc_level,script_calc_level_int,level_difference
1146,"Mercury is the first of our eight planets, the closest to the Sun. Because it seems to move so quickly across the night sky, it was named for the wing-footed Roman god. Mercury is visible to the naked eye from Earth, just before dawn and just after sundown. Some regions of Mercury are covered with heavy craters, probably created when the planet ran into other bodies as it was forming. Other regions show gently rolling plains. These may have been smoothed by volcanic lava flow. The planet also features long steep cliffs called ""scarps"" in some areas. Mercury takes 88 Earth days to go around the Sun once, which gives it a very short year. But it takes 1,416 hours to complete one rotation about its axis, so it has a very long day.",exploring space,1,Upper-Intermediate,3,2
1149,"Einstein thought there must be some rules to explain why everything in the universe, big and little, acts as it does. How can gravity attract distant objects through empty space? What makes tiny atoms stick together to form all the different things there are? He thought and thought until he believed he had some of the answers for things that scientists had long tried to figure out. Einstein even proved such unexpected things as the fact that light bends under the force of gravity. Einstein introduced entirely new ways of thinking about time, space, matter, energy, and gravity. His ideas guided such scientific advances as space exploration and the control of atomic energy. One of the concepts he explained, the photoelectric effect, led to something most people enjoy daily: television.",exploring space,1,Advanced,4,3
1151,"Mars is the fourth planet from the Sun. It is named after the ancient Roman god of war. Since the planet is red in color, it is also called the ""red planet."" Mars is half the size of Earth. Its thin air is made up mainly of carbon dioxide and other gases, so we wouldn't be able to breathe it. And the Martian surface is much colder than Earth's is. Two small moons, Phobos and Deimos, orbit Mars. The first spacecraft to fly close to Mars was Mariner 4, in 1965. In the 1970s two Viking spacecraft landed there, and in July 1997 Mars Pathfinder set down. These efforts sent back from Mars soil sample reports, pictures, and other data—but no proof of life. Because of similarities between Mars and Earth, however, scientists think there could be some form of life on Mars.",exploring space,1,Upper-Intermediate,3,2
1152,"Jupiter is the biggest planet in our solar system. It is so big that all the other planets could fit inside it at the same time and there would still be room left over. The planet is named after the king of the Roman gods. Jupiter is a giant ball of gases, mostly the elements hydrogen and helium. Helium is the gas that makes balloons float in air, and hydrogen is one part of water. The center of the planet is probably made of a hot liquid. Jupiter isn't a very welcoming place. It is extremely hot. It is thousands of times hotter than the hottest place on Earth. Also, storms rage on Jupiter's surface almost all the time. Scientists have seen one storm there that is almost twice as wide as the Earth! It has been raging on Jupiter's surface for at least a few hundred years.",exploring space,1,Upper-Intermediate,3,2
1153,"Saturn is the sixth planet from the Sun. It is named after the god of agriculture in Roman mythology. Saturn is visible without a telescope, but its famous spectacular rings can only be seen through such an instrument. The astronomer Galileo was the first to use a telescope to view the planet. Saturn is a gas planet, like Jupiter, Neptune, and Uranus. Very little of it is solid. It is covered with bands of colored clouds. The thin rings that surround the planet are made of water ice and ice-covered particles. Saturn takes 29 years and 5 months in Earth time to go around the Sun just once. The Earth goes around the Sun once every 365 days. Saturn's year is so much longer because the planet is so much farther away from the Sun.",exploring space,1,Upper-Intermediate,3,2
1154,"Uranus is the seventh planet from the Sun. Its name is that of the god of the heavens in ancient Greek mythology. When William Herschel discovered this planet in March 1781, he named it Georgium Sidus (George's Star) in honor of his king, George III of England. In about 1850 scientists began to use the name Uranus. It takes Uranus 84 of Earth's years to go around the Sun once, so its year is 84 times as long as ours. But the planet takes only about 17 hours to spin on its axis once, so its day is shorter. Unlike other planets, Uranus lies on its side at an odd angle. It points first one pole toward the Sun, then its equator, and then the other pole. So it is not yet clear which is the planet's ""north"" pole.",exploring space,1,Upper-Intermediate,3,2
1156,"In Roman mythology Pluto was the god of the underworld. Pluto is the name given to another dark mystery: a body called a dwarf planet in the far reaches of our solar system. Pluto is smaller than the Earth's Moon and is the farthest major body from the Sun—most of the time. Pluto is so distant and small that it wasn't discovered until 1930. Pluto is so mysterious that scientists have not been sure what kind of body it is. For many years they called it a planet, but it is different from the other planets. Tiny Pluto's diameter is only about 1,485 miles. It's not entirely clear what Pluto is made of, but scientists think it may be 50 to 75 percent rock and the rest frozen water and gases. So far from the Sun's warmth, all of Pluto is permanently frozen.",exploring space,1,Upper-Intermediate,3,2
1158,"By age 12 Albert Einstein had decided that he would solve the riddle of the ""huge world,"" the universe. Einstein thought there must be some rules to explain why everything in the universe, big and little, acts as it does. He thought and thought until he believed he had some of the answers for things that scientists had long tried to figure out, such as what makes gravity work and how fast light can travel. Einstein introduced entirely new ways of thinking about time, space, matter, energy, and gravity. His ideas guided such scientific advances as space exploration and the control of atomic energy. One of the concepts he explained, the photoelectric effect, led to something most people enjoy daily: television.",exploring space,1,Advanced,4,3
1163,"When we look at the sky at night, we may see thousands of stars shining brightly. They look as if they are just scattered around the sky. But actually, most stars are clustered together in huge groups. These groups are called ""galaxies.""",exploring space,1,Upper-Intermediate,3,2
1164,"Our Sun is part of a galaxy. It is the Milky Way Galaxy. On a very clear night, if you look carefully at the sky, you might see part of this whitish band of stars stretching from one side to the other.",exploring space,1,Upper-Intermediate,3,2
1165,"The universe is so huge that the Milky Way Galaxy is only one of many. Astronomers think that there are billions of galaxies in the universe. Each of these galaxies may contain trillions of stars, many much bigger than our own Sun!",exploring space,1,Upper-Intermediate,3,2
1168,"Eight planets in our solar system revolve around our Sun. Beginning with the one closest to the Sun, they are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. The planets have been divided into two basic groups.",exploring space,1,Advanced,4,3
1169,"There are Earth-like planets and Jupiter-like planets. Earth-like planets are close to the Sun and made up of rock and metal. These planets are Mercury, Venus, Earth, and Mars. The other planets are larger and farther away from the Sun.",exploring space,1,Upper-Intermediate,3,2
1170,"On January 1, 1801, a man named Giuseppe Piazzi found a new object in the sky. It was circling the Sun out beyond the planet Mars, and Piazzi thought it might be a comet. Some people thought that it was a new planet.",exploring space,1,Upper-Intermediate,3,2
1171,"Over the next few years many more objects were seen. All of these were much smaller than a planet. Astronomers now call these objects ""asteroids,"" or minor planets. There are thousands of asteroids in our solar system.",exploring space,1,Upper-Intermediate,3,2
1172,Some asteroids are big. Most are the size of a boulder. Smaller asteroids form when two big asteroids smash into each other and break up. Astronomers think that there are millions of tiny asteroids in the solar system.,exploring space,1,Upper-Intermediate,3,2
1174,The planets are the largest and most massive members of the solar system after the Sun. Scientists used to think that there were nine planets. They thought that Pluto was a planet because it revolves around the Sun.,exploring space,1,Upper-Intermediate,3,2
1175,"Mercury is the first of our eight planets, the closest to the Sun. Because it seems to move so quickly across the night sky, it was named for the wing-footed Roman god. Mercury is visible to the naked eye from Earth, just before dawn and just after sundown.",exploring space,1,Upper-Intermediate,3,2
1176,"Some regions of Mercury are covered with heavy craters, probably created when the planet ran into other bodies as it was forming. Other regions show gently rolling plains. These may have been smoothed by volcanic lava flow.",exploring space,1,Advanced,4,3
1177,"Venus is the second planet from the Sun. It is named for the Roman goddess of love and beauty, perhaps because it shines so brightly. Of all the planets, Venus is closest to Earth in size. In fact, Earth and Venus were once regarded as sister planets.",exploring space,1,Upper-Intermediate,3,2
1178,"Scientists have learned that the surface of Venus is marked with hundreds of large meteor craters. These craters suggest that since it formed, the surface of Venus has changed in a different way from Earth's surface.",exploring space,1,Upper-Intermediate,3,2
1224,"""When I opened the door, he said he was bathing, and he asked me if I had some shampoo,"" explained an airline attendant after she discovered a passenger taking a bath in the toilet. Passengers on the flight complained that the man was spending too much time in the toilet.
An air attendant knocked on the door, and then noticed water coming out from underneath it. ""We opened the door with a key, and saw that the man was half naked,"" she explained.
In his defence, the passenger, John Walsing, said it was his first time on a plane.
""I discovered the bathroom had hot water, so I thought of taking a bath, since I hadn't had one for a couple of days,"" he explained. The airline could not punish the man as there is nothing in the regulations to prohibit passengers from having a mid-flight bath.",anecdotes and real-life stories part 1,2,Advanced,4,2
1245,What if your house suddenly disappeared? Annie Wilson of Dallas Texas came home to an unpleasant surprise. A construction company had pulled down her house while she was at work. And it was all a joke. Annie lives next to Jackson State University.,anecdotes and real-life stories part 1,2,Advanced,4,2
1277,"Some strange things are happening in the least likely places: funeral homes. In one incident, local authorities in upstate New York booked a 20-year-old man for breaking in and taking a nap in a coffin. The man was drunk, and caused more than $4,000 in damages. In another incident in Valencia, Spain, a thief broke into a funeral parlour. When he realised the police had arrived, he hid in a glass topped coffin. He tried to play dead, but his breathing and dirty street clothes gave him away. A third incident resulted in a happy ending. A Canadian man's family was at his funeral when his daughter got a phone call… from her dad. Days earlier, the family were informed that the man had been hit by a train. However, he had been incorrectly identified as the deceased.",anecdotes and real-life stories part 2,2,Advanced,4,2
1278,"""Nobody is safe; there is always a stupid criminal out there"" said Kriss Webb, the owner of a shop that was robbed in Texas.
The shop, Spy Supply, sells surveillance equipment. Two brave thieves broke into the store and stole almost $10,000 worth of electrical equipment… in a wheelie bin. During the burglary, the robbers were recorded by 17 rolling cameras. Webb said he was surprised by the burglars' audacity. ""There were numerous warnings that the shop had heavy surveillance,"" he said.
Webb believes that he won't retrieve the stolen goods but he is sure that the villains will be caught. Despite his bad luck, the incident may, ironically, be a good advertisement for his business and convince people to invest more in security.",anecdotes and real-life stories part 2,2,Advanced,4,2
1291,"The two twins were finally reunited at age 39. The similarities the twins shared amazed both one another and researchers. They both have the same name, they are both 183 cm tall and they both weigh exactly 82 kilos. But there's more: as youngsters, each Jim had a dog called ""Toy"".",anecdotes and real-life stories part 2,2,Advanced,4,2
1293,"During the burglary, the robbers were recorded by 17 rolling cameras. Webb said he was surprised by the burglars' audacity. ""There were numerous warnings that the shop had heavy surveillance,"" he said.",anecdotes and real-life stories part 2,2,Advanced,4,2
1300,"Where's Papa going with that ax?"" said Fern to her mother as they were setting the table for breakfast.
""Out to the hoghouse,"" replied Mrs. Arable. ""Some pigs were born last night.""
""I don't see why he needs an ax,"" continued Fern, who was only eight.
""Well,"" said her mother, ""one of the pigs is a runt. It's very small and weak, and it will never amount to anything. So your father has decided to do away with it.""
""Do away with it?"" shrieked Fern. ""You mean kill it? Just because it's smaller than the others?""
Mrs. Arable put a pitcher of cream on the table. ""Don't yell, Fern!"" she said. ""Your father is right. The pig would probably die anyway.""
Fern pushed a chair out of the way and ran outdoors. The grass was wet and the earth smelled of springtime.",charlotte's web,1,Upper-Intermediate,3,2
1301,"Mr. Arable is walking with his daughter and trying to explain some things.
""Fern,"" he said gently, ""you will have to learn to control yourself.""
""Control myself?"" yelled Fern. ""You are going to kill a small pig.""
Tears ran down her cheeks and she took hold of the ax and tried to pull it out of her father's hand.
""Fern,"" said Mr. Arable, ""I know more about raising a litter of pigs than you do. A weakling makes trouble. Now run along!""
""But it's unfair,"" cried Fern. ""The pig couldn't help being born small, could it? If I had been very small at birth, would you have killed me?""
Mr. Arable smiled. ""Certainly not,"" he said, looking down at his daughter with love. ""But this is different. A little girl is one thing, a little runty pig is another.""",charlotte's web,1,Advanced,4,3
1302,"When Mr. Arable, Fern's father, returned to the house half an hour later, he carried a carton under his arm. Fern was upstairs changing her sneakers. The kitchen table was set for breakfast, and the room smelled of coffee, bacon, damp plaster, and wood smoke from the stove.
""Put it on her chair!"" said Mrs. Arable. Mr. Arable set the carton down at Fern's place. Then he walked to the sink and washed his hands and dried them on the roller towel.
Fern came slowly down the stairs. Her eyes were red from crying. As she approached her chair, the carton wobbled, and there was a scratching noise. Fern looked at her father. Then she lifted the lid of the carton. There, inside, looking up at her, was the newborn pig. It was a white one. The morning light shone through its ears, turning them pink.",charlotte's web,1,Upper-Intermediate,3,2
1304,"Fern is at the kitchen. She now has a new friend - a pig. A small one, to be sure, but nevertheless a pig. It just shows what can happen if a person gets out of bed promptly.
""Let's have breakfast,"" said Fern's mother.
But Fern couldn't eat until her pig had had a drink of milk.
Mrs. Arable found a baby's nursing bottle and a rubber nipple. She poured warm milk into the bottle, fitted the nipple over the top, and handed it to Fern. ""Give him his breakfast!"" she said.
A minute later, Fern was seated on the floor in the corner of the kitchen with her infant between her knees, teaching it to suck from the bottle. The pig had a good appetite and caught on quickly.
The school bus honked from the road.
""Run!"" commanded Mrs. Arable and girls ran out to the road and climbed into the bus.",charlotte's web,1,Upper-Intermediate,3,2
1306,"It was apple-blossom time, and the days were getting warmer. Mr. Arable fixed a small yard specially for a small pig - Wilbur under an apple tree, and gave him a large wooden box full of straw, with a doorway cut in it so he could walk in and out as he pleased.
""Won't he be cold at night?"" asked Fern.
""No,"" said her father. ""You watch and see what he does.""
Carrying a bottle of milk, Fern sat down under the apple tree inside the yard. Wilbur ran to her and she held the bottle for him while he sucked. When he had finished the last drop, he grunted and walked sleepily into the box. Fern peered through the door. Wilbur was poking the straw with his snout. In a short time he had dug a tunnel in the straw. He crawled into the tunnel and disappeared from sight, completely covered with straw. Fern was enchanted.",charlotte's web,1,Upper-Intermediate,3,2
1310,"The next day was rainy and dark. Rain fell in the barnyard and ran in crooked courses down into the lane where thistles and pigweed grew. Rain spattered against Mrs. Zuckerman's kitchen windows and came gushing out of the downspouts. Rain fell on the backs of the sheep as they grazed in the meadow. When the sheep tired of standing in the rain, they walked slowly up the lane and into the fold.
Rain upset Wilbur's plans. Wilbur had planned to go out, this day, and dig a new hole in his yard. He had other plans, too. His plans for the day went something like this: Breakfast at six-thirty. Skim milk, crusts, middlings, wheat cakes with drops of maple syrup sticking to them, potato skins, leftover custard pudding with raisins, and bits of Shredded Wheat.",charlotte's web,1,Upper-Intermediate,3,2
1312,"At six-thirty Wilbur heard the banging of a pail. Lurvy was standing outside in the rain, stirring up breakfast.
""C'mon, pig!"" said Lurvy.
Wilbur did not budge. Lurvy dumped the slops, scraped the pail, and walked away. He noticed that something was wrong with the pig. Wilbur didn't want food, he wanted love. He wanted a friend - someone who would play with him.
Late that afternoon, Lurvy went to Mr. Zuckerman.
""I think there's something wrong with that pig of yours. He hasn't touched his food.""
""Give him two spoonfuls of sulphur and a little molasses,"" said Mr. Zuckerman.
Wilbur couldn't believe what was happening to him when Lurvy caught him and forced the medicine down his throat. This was certainly the worst day of his life.",charlotte's web,1,Upper-Intermediate,3,2
1316,"""Salutations!"" said the voice.
Wilbur - the pig jumped to his feet. ""Salu-what?"" he cried.
""Salutations!"" repeated the voice.
""What are they, and where are you?"" screamed Wilbur. ""Please, please, tell me where you are. And what are salutations?""
""Salutations are greetings,"" said the voice. ""When I say 'salutations,' it's just my fancy way of saying hello or good morning. Actually, it's a silly expression, and I am surprised that I used it at all. As for my whereabouts, that's easy. Look up here in the corner of the doorway! Here I am. Look, I'm waving!""
At last Wilbur saw the creature that had spoken to him in such a kindly way. Stretched across the upper part of the doorway was a big spiderweb, and hanging from the top of the web, head down, was a large grey spider. She was about the size of a gumdrop.",charlotte's web,1,Upper-Intermediate,3,2
1323,"Later on that morning, the animals came up from the pasture - the sheep, the lambs, the gander, the goose, and the seven goslings. There were many complaints about the awful smell, and Wilbur had to tell the story over and over again, of how the Arable boy had tried to capture Charlotte, and how the smell of the broken egg drove him away just in time.
""It was that rotten goose egg that saved Charlotte's life,"" said Wilbur. The goose was proud of her share in the adventure.
""I'm delighted that the egg never hatched,"" she gabbled.
Templeton, of course, was miserable over the loss of his beloved egg. But he couldn't resist boasting.
""It pays to save things,"" he said inhis surly voice. ""A rat never knows when something is going to, come in handy. I never throw anything away.""",charlotte's web,1,Advanced,4,3
1326,"Secrets are hard to keep. Long before Sunday came, the news spread all over the county. Everybody knew that a sign had appeared in a spider's web on the Zuckerman place. Everybody knew that the Zuckermans had a wondrous pig. People came from miles around to look at Wilbur and to read the words on Charlotte's web. The news of the wonderful pig spread clear up into the hills, and farmers came rattling down in buggies and buckboards, to stand hour after hour at Wilbur's pen admiring the miraculous animal. All said they had never seen such a pig before in their lives.
When Fern told her mother that Avery had tried to hit the Zuckermans' spider with a stick, Mrs. Arable was so shocked that she sent Avery to bed without any supper, as punishment.",charlotte's web,1,Advanced,4,3
1327,"Next morning, Wilbur-the pig arose and stood beneath the web. He breathed the morning air into his lungs. Drops of dew, catching the sun, made the web stand out clearly. When Lurvy arrived with breakfast, there was the handsome pig, and over him, woven neatly in block letters, was the word TERRIFIC. Another miracle.
Lurvy rushed and called Mr. Zuckerman. Mr. Zuckerman rushed and called Mrs. Zuckerman. Mrs. Zuckerman ran to the phone and called the Arables. The Arables climbed into their truck and hurried over. Everybody stood at the pigpen and stared at the web and read the word, over and over, while Wilbur, who really felt terrific, stood quietly swelling out his chest and swinging his snout from side to side.",charlotte's web,1,Upper-Intermediate,3,2
1329,"Tired from his romp, Wilbur lay down in the clean straw. He closed his eyes. The straw seemed scratchy - not as comfortable as the cow manure, which was always delightfully soft to lie in. So he pushed the straw to one side and stretched out in the manure. Wilbur sighed. It had been a busy day - his first day of being terrific. Dozens of people had visited his yard during the afternoon, and he had had to stand and pose, looking as terrific as he could. Now he was tired. Fern had arrived and seated herself quietly on her stool in the corner.
""Tell me a story, Charlotte!"" said Wilbur, as he lay waiting for sleep to come. ""Tell me a story!""
So Charlotte, although she, too, was tired, did what Wilbur wanted.",charlotte's web,1,Advanced,4,3
1331,"Mr. Arable set the carton down at Fern's place. Then he walked to the sink and washed his hands and dried them on the roller towel. Fern came slowly down the stairs. Her eyes were red from crying. As she approached her chair, there was a scratching noise.",charlotte's web,1,Upper-Intermediate,3,2
1332,"Fern looked at her father. Then she lifted the lid of the carton. There, inside, looking up at her, was the newborn pig. It was a white one. The morning light shone through its ears, turning them pink.",charlotte's web,1,Upper-Intermediate,3,2
1334,"A minute later, Fern was seated on the floor in the corner of the kitchen with her infant between her knees, teaching it to suck from the bottle. The pig had a good appetite and caught on quickly. The school bus honked from the road.",charlotte's web,1,Advanced,4,3
1337,"Arable gave him a feeding around noontime each day, when Fern was away in school. Wilbur loved his milk, and he was never happier than when Fern was warming up a bottle for him. He would stand and gaze up at her with adoring eyes.",charlotte's web,1,Upper-Intermediate,3,2
1339,"Carrying a bottle of milk, Fern sat down under the apple tree inside the yard. Wilbur ran to her and she held the bottle for him while he sucked. When he had finished the last drop, he grunted and walked sleepily into the box.",charlotte's web,1,Advanced,4,3
1342,"The pig's new home was in the lower part of the barn, directly underneath the cows. Mr. Zuckerman knew that a manure pile is a good place to keep a young pig. Pigs need warmth, and it was warm and comfortable down there in the barn cellar on the south side.",charlotte's web,1,Upper-Intermediate,3,2
1343,"Fern came almost every day to visit her pig - Wilbur. She found an old milking stool that had been discarded, and she placed the stool in the sheepfold next to Wilbur's pen. Here she sat quietly during the long afternoons, thinking and listening and watching Wilbur.",charlotte's web,1,Advanced,4,3
1344,"One afternoon in June, when the pig - Wilbur was almost two months old, he wandered out into his small yard outside the barn. Fern had not arrived for her usual visit. Wilbur stood in the sun feeling lonely and bored.",charlotte's web,1,Advanced,4,3
1345,"""There's never anything to do around here,"" he thought. He walked slowly to his food trough and sniffed to see if anything had been overlooked at lunch. He found a small strip of potato skin and ate it.",charlotte's web,1,Upper-Intermediate,3,2
1346,The next day was rainy and dark. Rain fell in the barnyard and ran in crooked courses down into the lane where thistles and pigweed grew. Rain spattered against Mrs. Zuckerman's kitchen windows and came gushing out of the downspouts.,charlotte's web,1,Upper-Intermediate,3,2
1490,"In another moment, Alice was up to her chin in salt water. Her first idea was that she had somehow fallen into the sea, 'and in that case, I can go back by railway,' she said to herself.
(Alice had been to the seaside once in her life, and had come to the general conclusion, that wherever you go to on the English coast you find a number of bathing machines in the sea, some children digging in the sand with wooden spades, then a row of lodging houses, and behind them a railway station.) However, she soon made out that she was in the pool of tears which she had wept when she was nine feet high.
'I wish I hadn't cried so much!' said Alice, as she swam about, trying to find her way out. ' I shall be punished for it now, I suppose, by being drowned in my own tears!'",alice in wonderland,2,Advanced,4,2
1494,"I wish I hadn't mentioned my cat!' Alice said to herself in a melancholy tone. 'Nobody seems to like her, down here, and I'm sure she's the best cat in the world! Oh, my dear Dinah! I wonder if I shall ever see you any more!'
And here poor Alice began to cry again, for she felt very lonely and low-spirited. In a little while, however, she again heard a little pattering of footsteps in the distance, and she looked up eagerly, half hoping that the Mouse had changed his mind, and was coming back to finish his story.
It was the White Rabbit, trotting slowly back again, and looking anxiously about as it went, as if it had lost something; and she heard it muttering to itself 'The Duchess! The Duchess! Oh my dear paws! Oh my fur and whiskers! She'll get me executed, as sure as ferrets are ferrets!",alice in wonderland,2,Advanced,4,2
1512,"The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.",alice in wonderland,2,Advanced,4,2
1526,"Alice had been to the seaside once in her life, had come to the general conclusion, that wherever you go to on the English coast you find a number of bathing machines in the sea, some children digging in the sand with wooden spades, then a row of lodging houses, and behind them a railway station.",alice in wonderland,2,Advanced,4,2
1527,"However, she soon made out that she was in the pool of tears which she had wept when she was nine feet high.
'I wish I hadn't cried so much!' said Alice, as she swam about, trying to find her way out. ' I shall be punished for it now, I suppose, by being drowned in my own tears!'",alice in wonderland,2,Advanced,4,2
2885,"As they were poor, owing to the amount of milk the children drank, this nurse was a prim Newfoundland dog, called Nana, who had belonged to no one in particular until the Darlings engaged her. She had always thought children important, however, and the Darlings had become acquainted with her in Kensington Gardens, where she spent most of her spare time peeping into perambulators, and was much hated by careless nursemaids, whom she followed to their homes and complained of to their mistresses. She proved to be quite a treasure of a nurse. How thorough she was at bath-time, and up at any moment of the night if one of her charges made the slightest cry. Of course her kennel was in the nursery.",peter pan part 1,2,Advanced,4,2
2887,"Mr. Darling had sometimes a feeling that Nana did not admire him. ""I know she admires you tremendously, George,"" Mrs. Darling would assure him, and then she would sign to the children to be specially nice to father. Lovely dances followed, in which the only other servant, Liza, was sometimes allowed to join. Such a midget she looked in her long skirt and maid's cap, though she had sworn, when engaged, that she would never be ten again. The gaiety of those romps! And gayest of all was Mrs. Darling, who would pirouette so wildly that all you could see of her was the kiss, and then if you had dashed at her you might have got it. There never was a simpler happier family until the coming of Peter Pan.",peter pan part 1,2,Advanced,4,2
2890,"Of course the Neverlands vary a good deal. John's, for instance, had a lagoon with flamingoes flying over it at which John was shooting, while Michael, who was very small, had a flamingo with lagoons flying over it. John lived in a boat turned upside down on the sands, Michael in a wigwam, Wendy in a house of leaves deftly sewn together. John had no friends, Michael had friends at night, Wendy had a pet wolf forsaken by its parents, but on the whole the Neverlands have a family resemblance, and if they stood still in a row you could say of them that they have each other's nose, and so forth. On these magic shores children at play are for ever beaching their coracles. We too have been there; we can still hear the sound of the surf, though we shall land no more.",peter pan part 1,2,Advanced,4,2
2893,"Children have the strangest adventures without being troubled by them. For instance, they may remember to mention, a week after the event happened, that when they were in the wood they had met their father and had a game with him. It was in this casual way that Wendy one morning made a disquieting revelation. Some leaves of a tree had been found on the nursery floor, which certainly were not there when the children went to bed, and Mrs. Darling was puzzling over them when Wendy said with a tolerant smile: ""I do believe it is that Peter again!""
""Whatever do you mean, Wendy?""
""It is so naughty of him not to wipe his feet,"" Wendy said, sighing. She was a tidy child and didn't like when Peter did such things.",peter pan part 1,2,Advanced,4,2
2895,"On the night we speak of all the children were once more in bed. It happened to be Nana's evening off, and Mrs. Darling had bathed them and sung to them till one by one they had let go her hand and slid away into the land of sleep. All were looking so safe and cosy that she smiled at her fears now and sat down tranquilly by the fire to sew.
It was something for Michael, who on his birthday was getting into shirts. The fire was warm, however, and the nursery dimly lit by three night-lights, and presently the sewing lay on Mrs. Darling's lap. Then her head nodded, oh, so gracefully. She was asleep. Look at the four of them, Wendy and Michael over there, John here, and Mrs. Darling by the fire. There should have been a fourth night-light.",peter pan part 1,2,Advanced,4,2
2896,"While Mrs. Darling slept she had a dream. She dreamt that the Neverland had come too near and that a strange boy had broken through from it. He did not alarm her, for she thought she had seen him before in the faces of many women who have no children. Perhaps he is to be found in the faces of some mothers also.
But in her dream he had rent the film that obscures the Neverland, and she saw Wendy and John and Michael peeping through the gap.
The dream by itself would have been a trifle, but while she was dreaming the window of the nursery blew open, and a boy did drop on the floor. He was accompanied by a strange light, no bigger than your fist, which darted about the room like a living thing and I think it must have been this light that wakened Mrs. Darling.",peter pan part 1,2,Advanced,4,2
2903,"The way Mr. Darling won his wife was this: the many gentlemen who had been boys when she was a girl discovered simultaneously that they loved her, and they all ran to her house to propose to her except Mr. Darling, who took a cab and nipped in first, and so he got her.",peter pan part 1,2,Advanced,4,2
2907,"John's had a lagoon with flamingoes flying over it at which John was shooting, while Michael, who was very small, had a flamingo with lagoons flying over it. John lived in a boat turned upside down on the sands, Michael in a wigwam, Wendy in a house of leaves deftly sewn together.",peter pan part 1,2,Advanced,4,2
2909,"Children have the strangest adventures without being troubled by them. For instance, they may remember to mention, a week after the event happened, that when they were in the wood they had met their father and had a game with him.",peter pan part 1,2,Advanced,4,2
2911,Mrs. Darling had bathed them and sung to them till one by one they had let go her hand and slid away into the land of sleep. All were looking so safe and cosy that she smiled at her fears now and sat down tranquilly by the fire to sew.,peter pan part 1,2,Advanced,4,2
2916,"They would sit there in the empty nursery, recalling every smallest detail of that dreadful evening. It had begun so precisely like a hundred other evenings, with Nana putting on the water for Michael's bath and carrying him to it on her back.",peter pan part 1,2,Advanced,4,2
2918,"Lovely dances followed, in which the only other servant, Liza, was sometimes allowed to join. Such a midget she looked in her long skirt and maid's cap, though she had sworn, when engaged, that she would never be ten again.",peter pan part 1,2,Advanced,4,2
2919,"Children have the strangest adventures without being troubled by them. For instance, they may remember to mention, a week after the event happened, that when they were in the wood they had met their father and had a game with him.",peter pan part 1,2,Advanced,4,2
2921,"John was saying: ""I am happy to inform you, Mrs. Darling, that you are now a mother,"" in just such a tone as Mr. Darling himself may have used on the real occasion. Wendy had danced with joy, just as the real Mrs. Darling must have done.",peter pan part 1,2,Advanced,4,2
2926,"""Tinker Bell,"" Peter called softly, after making sure that the children were asleep, ""Tink, where are you?"" She was in a jug for the moment, and liking it extremely; she had never been in a jug before.
""Oh, do come out of that jug, and tell me, do you know where they put my shadow?""
The loveliest tinkle as of golden bells answered him. It is the fairy language. You ordinary children can never hear it, but if you were to hear it you would know that you had heard it once before.
Tink said that the shadow was in the big box. She meant the chest of drawers, and Peter jumped at the drawers, scattering their contents to the floor with both hands, as kings toss happence to the crowd. In a moment he had recovered his shadow, and in his delight he forgot that he had shut Tinker Bell up in the drawer.",peter pan part 2,2,Advanced,4,2
2929,"Wendy saw the shadow on the floor, looking so draggled, and she was frightfully sorry for Peter. ""How awful!"" she said, but she could not help smiling when she saw that he had been trying to stick it on with soap. How exactly like a boy!
Fortunately she knew at once what to do. ""It must be sewn on,"" she said, just a little patronisingly.
""What's sewn?"" he asked.
""You're dreadfully ignorant.""
""No, I'm not.""
But she was exulting in his ignorance. ""I shall sew it on for you, my little man,"" she said, though he was tall as herself, and she got out her housewife sewing bag, and sewed the shadow on to Peter's foot.
""I daresay it will hurt a little,"" she warned him.
""Oh, I shan't cry,"" said Peter, who was already of the opinion that he had never cried in his life.",peter pan part 2,2,Advanced,4,2
2930,"Peter clenched his teeth and did not cry while Wendy was sewing it on, and soon his shadow was behaving properly, though still a little creased.
""Perhaps I should have ironed it,"" Wendy said thoughtfully, but Peter, boylike, was indifferent to appearances, and he was now jumping about in the wildest glee. Alas, he had already forgotten that he owed his bliss to Wendy. He thought he had attached the shadow himself.
""How clever I am!"" he crowed rapturously, ""oh, the cleverness of me!""
It is humiliating to have to confess that this conceit of Peter was one of his most fascinating qualities.
But for the moment Wendy was shocked.
""You conceit braggart,"" she exclaimed, with frightful sarcasm; ""of course I did nothing!""
""You did a little,"" Peter said carelessly, and continued to dance.",peter pan part 2,2,Advanced,4,2
