,text,set_name,level,script_calc_level,script_calc_level_int,level_difference
1191,"The Pacific Ocean is the largest ocean in the world. It covers nearly one-third of the Earth. The Pacific is also deeper than any other ocean. The Pacific Ocean lies between the continents of Asia and Australia on the west and North and South America on the east. The Pacific's deepest parts are the ocean trenches. These trenches are long, narrow, steep, and very deep holes at the bottom of the ocean. Of the 20 major trenches in the world, 17 are in the Pacific Ocean. The deepest trench is the Mariana Trench. Part of the trench is nearly 7 miles deep. There are also many islands in the Pacific Ocean. Some islands were once part of the continents. Some that were part of Asia and Australia include Taiwan, the Philippines, Indonesia, Japan, and New Zealand.",planet earth,3,Advanced,4,1
1192,"The genesis of Earth took place at a chaotic time. While our planet has now carved out its own path, a gigantic cloud of gas and dust whirled around 4.5 billion years ago, condensing to form heavenly bodies. It was the age of Theia – a planet that eventually struck Earth, was badly damaged and then fell apart. According to textbooks, our moon was formed from the ruins of this small world. But the story must be rewritten, at least if you believe cosmochemist Edward Young. He and his team have completed a sensational study into the collision of the two planets – and have shown that the impact could have been the starting point for life on Earth. According to Young, Theia didn't just crash into Earth and form the moon – it collided with Earth with such force that the two planets became one.",planet earth,3,Advanced,4,1
1195,"If a big asteroid hit the moon, what consequences would it have for Earth? What would happen to the oceans? A very large asteroid could possibly knock the moon out of its orbit and send debris flying towards Earth. Apart from the craters this would cause on our planet's surface, it could generate a dust cloud that blocks out the sun. Even a small change in the moon's orbit could result in tide levels altering dramatically – causing widespread flooding in cities such as London and New York – climate change and even shorter days. However, there's no need to panic yet – scientists have calculated that, for this to occur, the asteroid would have to be absolutely huge – around the size of the moon. Luckily, there are no such objects nearby.",planet earth,3,Advanced,4,1
1197,"Several different processes contribute to mountain building. And most mountains are formed by a combination of these, usually over millions of years. Deep inside, the Earth is so incredibly hot that everything is melted, or molten. This molten material, or lava, escapes to the Earth's surface when volcanoes erupt. The lava cools and becomes hard and solid. This happens again and again, collecting until there is a volcanic mountain. Mount Fuji in Japan is a volcanic mountain. Other mountains were pushed up from the bottom of an ocean when two enormous portions of the Earth crashed together—very slowly, over millions and millions of years. Some of the largest mountain chains formed this way. The Andes of South America are an example.",planet earth,3,Advanced,4,1
1199,"A peninsula is a body of land surrounded by water on three sides. The word ""peninsula"" comes from the Latin paene insula, meaning ""almost an island."" There are peninsulas on every continent, but every one is different. Most peninsulas of any significance extend into oceans or very large lakes. In the United States, Florida is a peninsula. The state of Alaska qualifies as one and has several smaller peninsulas of its own. Another famous peninsula is the Sinai Peninsula of Egypt. It is triangular in shape. The peninsula links Africa and Asia. In Jewish history the Sinai Peninsula is known as the site where God appeared before Moses and gave him the Ten Commandments. Europe too has several peninsulas. In northern Europe the Scandinavian Peninsula contains the countries of Norway and Sweden.",planet earth,3,Advanced,4,1
1201,"North America contains three large countries — Canada, the United States, and Mexico — and a few small countries in a region known as Central America. Europe, on the other hand, is the world's second smallest continent but has about 50 countries.",planet earth,3,Advanced,4,1
1202,"Africa, the second largest continent, is believed to be where the very first humans appeared. The continent of Antarctica is all by itself down at the South Pole. It is rocky and is covered by thick ice that never melts.",planet earth,3,Advanced,4,1
1204,"Antarctica is the coldest, windiest, and highest continent in the world! It lies at the bottom of the world, surrounding the South Pole. The name Antarctica means ""opposite to the Arctic,"" referring to the Arctic Circle on the other side of the world.",planet earth,3,Advanced,4,1
1206,"Every continent except Europe has a desert. Even Antarctica has one, a frigid desert. Most deserts, however, are arid, or dry, deserts with mile after mile of sand, baked earth, and barren rock. In the daytime these places look like lost worlds — hot, dry, and silent.",planet earth,3,Advanced,4,1
1209,"A canyon is a deep steep-walled valley cut through rock by a river. The word ""canyon"" comes from the Spanish word, which means ""tube."" Such valleys are found where river currents are strong and swift. A smaller valley cut out in the same way is called a ""gorge.""",planet earth,3,Advanced,4,1
1210,"Did you know that nearly three-fourths of the Earth's surface is underwater? And almost all of that water is in one of the four major oceans. From biggest to smallest the oceans are: the Pacific, the Atlantic, the Indian, and the Arctic.",planet earth,3,Advanced,4,1
1211,"Seas, such as the Mediterranean and the Caribbean, are divisions of the oceans. The oceans are in constant motion. The gravity of the Moon and the Sun pulls on the oceans, causing tides — the regular rising and falling of the ocean along beaches and coastlines.",planet earth,3,Advanced,4,1
1214,"The Great Barrier Reef was formed over millions of years from mounds of coral. A coral is a soft animal that supports its body inside a hard hollow shell. When the coral died, its shell remained, and other corals grew on top of it.",planet earth,3,Advanced,4,1
1216,The Pacific Ocean is the largest ocean in the world. It covers nearly one-third of the Earth. The Pacific is also deeper than any other ocean. The Pacific Ocean lies between the continents of Asia and Australia on the west and North and South America on the east.,planet earth,3,Advanced,4,1
1217,"If a big asteroid hit the moon, what consequences would it have for Earth? What would happen to the oceans? A very large asteroid could possibly knock the moon out of its orbit and send debris flying towards Earth.",planet earth,3,Advanced,4,1
1219,"Several different processes contribute to mountain building. And most mountains are formed by a combination of these, usually over millions of years. Deep inside, the Earth is so incredibly hot that everything is melted, or molten.",planet earth,3,Advanced,4,1
1221,"They lived separate lives. One in West Germany, the other in East Germany. But the two were separated as babies, and remained so for 26 years. But now, Conny (one of the twins) is reunited with her identical sister, Ulrike. Incredibly, and despite living completely separate lives, they are very similar. They both wear the same kind of clothes, they both use identical make-up, and they both have the same hairstyles. Both Conny and Ulrike ended up living in Berlin, but on either side of the Berlin Wall. That is, until the Berlin Wall came down.
Both feel anger at the system that separated them. ""It's so obviously wrong, unethical and immoral to separate two babies who were meant to be together."" Conny said. But despite their anger, they are both happy to be together again.",anecdotes and real-life stories part 1,2,Upper-Intermediate,3,1
1224,"""When I opened the door, he said he was bathing, and he asked me if I had some shampoo,"" explained an airline attendant after she discovered a passenger taking a bath in the toilet. Passengers on the flight complained that the man was spending too much time in the toilet.
An air attendant knocked on the door, and then noticed water coming out from underneath it. ""We opened the door with a key, and saw that the man was half naked,"" she explained.
In his defence, the passenger, John Walsing, said it was his first time on a plane.
""I discovered the bathroom had hot water, so I thought of taking a bath, since I hadn't had one for a couple of days,"" he explained. The airline could not punish the man as there is nothing in the regulations to prohibit passengers from having a mid-flight bath.",anecdotes and real-life stories part 1,2,Advanced,4,2
1225,"Marianne Bailey was only trying to do the right thing. Bailey, a doctor, was driving on the road, and saw an injured man on the side of the street. She got out of her car to help the man. However, she was in such a hurry that she left the keys in the ignition of her car. A callous thief stole her car while she was providing emergency assistance.
Once she noticed her car was gone, Bailey immediately contacted the police. ""It's unthinkable why someone would steal someone's car when they are just trying to help a man who has been seriously hurt,"" said police chief Jim Keifer. The injured pensioner was taken to the hospital in a critical condition suffering a serious head injury. They say the man is recovering slowly but surely. Bailey, however, is still waiting for her car to turn up.",anecdotes and real-life stories part 1,2,Upper-Intermediate,3,1
1226,"What if your house suddenly disappeared? Annie Wilson of Dallas Texas came home to an unpleasant surprise. A construction company had pulled down her house while she was at work. And it was all a joke.
Annie lives next to Jackson State University. At the time, the university wanted to expand. They offered Annie $8,000 for her property, but she didn't want to sell. Nothing happened until some students placed signs next to the house saying ""Property of Jackson State"". That same day the house was demolished.
As you can imagine, Annie didn't think the prank was very funny. Now, she is trying to get compensation. She lost everything, including some valuable antique furniture. The students responsible also face charges. They may also have to pay Annie for damages.",anecdotes and real-life stories part 1,2,Advanced,4,2
1231,"The headmistress of a secondary school is walking along the corridor. All of a sudden, she sees a teacher coming out of the bathroom with a thick marker pen in his hand. Curious, the headmistress goes in to have a look. To her horror, the walls are covered in graffiti.
The next day, the headmistress calls the teacher into her office. ""Mr Jones. You have been teaching English with us for twenty years now,"" the headmistress explains. ""We've been very pleased with your work here, however, the other day I saw you coming out of the toilets with a marker pen in your hand. You know that writing graffiti on school property is a serious offence."" ""Oh, no, I didn't write those things,"" the teacher said. ""I was just correcting the grammar.""",anecdotes and real-life stories part 1,2,Upper-Intermediate,3,1
1233,"It was supposed to be a relaxing holiday, but Dan and Kate Suski's trip to the Caribbean turned into a matter of life and death. The American siblings were on a fishing trip 12 kilometers off the Caribbean island of St Lucia when their boat sank. They jumped into the water along with the captain and the first mate. But Dan and Kate soon lost sight of the crew members… and of land.
And then it grew dark. ""You come face-to-face with understanding your own mortality. Would we drown? Be eaten by a shark?"" said Dan.
After swimming for 14 hours they finally reached a deserted beach and were rescued.
""We're so grateful to be alive right now,"" Kate said. ""Since this ordeal, I've been waking up at dawn every morning. I've never looked forward to the sunrise so much in my life.""",anecdotes and real-life stories part 1,2,Upper-Intermediate,3,1
1234,"John is going to marry Sally. A few weeks before the wedding, John goes to the priest and makes him an unusual offer.
""Look, I'll give you 100 euros, if you change the wedding vows,"" says John. ""When you get to the part where I'm supposed to promise to love, honour and obey her forever, I'd appreciate it if you'd leave that out."" The priest nods in agreement.
On the day of the wedding, when it's time for the groom's vows, the priest says: ""Will you promise to obey her every command, to serve her breakfast in bed every morning of your life, and never to look at another woman?""
The groom gulps, looks around, and says, ""Yes"". Later, John leans towards the priest and says, ""I thought we had a deal.""
The priest then returns John's 100-euro bill and says, She made me a better offer.""",anecdotes and real-life stories part 1,2,Upper-Intermediate,3,1
1235,"Officials in Peru were left looking stupid after the visit of a ""Nigerian prince"": Thirty-six-year-old Wini Habashu, an unemployed man from Lagos, sent an official-looking letter to the authorities in Peru telling them that he would be paying a visit to their country in early 1998. Habashu also informed them that he was a Nigerian prince who wanted to secure business contracts for his country.
When he arrived, Habashu was received with full diplomatic honours. He gave numerous press conferences and newspaper interviews. The Minister for Foreign Affairs wined and dined the prince for two days. It was only when the royal visitor had left, that the authorities realised that Nigeria is in fact a republic.",anecdotes and real-life stories part 1,2,Advanced,4,2
1237,"I took part in a French exchange. It lasted one week and I stayed with my exchange family in a small town just outside Paris. I'm quite a shy person, so the first few days were a bit scary, but once I'd settled in, it was fine. I was studying French A-level at the time; I love the language and had a reasonably good level. But the exchange really helped develop my speaking skills, and made me a much more confident person in general. It felt great to be able to chat to native French people, knowing we could communicate with each other. I also found that everyone who took part in the exchange did a lot better in their end-of-year exams. I would definitely recommend an exchange – in fact, I think it should be compulsory.",anecdotes and real-life stories part 1,2,Upper-Intermediate,3,1
1239,"It's a beautiful spot in Devon. And one Dutch family have been making the 700-kilometre journey from their home near Amsterdam to the tranquil area since 1957. Just last October, Hans and Margaret Plomp, who were celebrating their 64th wedding anniversary, made their 50th journey to the Devon Cliffs holiday park. Hans first took his family to the resort after a friend recommended the place. ""We all slept in a big tent with one room for the children and the other for me and Margaret,"" says Hans. The spot is now a Haven Holiday park, complete with an indoor and outdoor pool, an all-weather sports court, a luxury spa, adventure golf, amusement arcade, shops, takeaways and restaurants. Hans and Margaret are regarded as regulars at the local church, and are good friends with many of the staff.",anecdotes and real-life stories part 1,2,Advanced,4,2
1241,"They lived separate lives. One in West Germany, the other in East Germany. But the two were separated as babies, and remained so for 26 years. But now, Conny is reunited with her identical sister, Ulrike.",anecdotes and real-life stories part 1,2,Upper-Intermediate,3,1
1242,"They both wear the same kind of clothes, they both use identical make-up, and they both have the same hairstyles. Both Conny and Ulrike ended up living in Berlin, but on either side of the Berlin Wall.",anecdotes and real-life stories part 1,2,Advanced,4,2
1243,"The CEO of a multinational corporation once threw a party in his lavish house. When the guests came to the garden, they saw a very big swimming pool. But it was full of alligators! ""Why do you have alligators in your pool?"" asked one of his employees.",anecdotes and real-life stories part 1,2,Advanced,4,2
1245,What if your house suddenly disappeared? Annie Wilson of Dallas Texas came home to an unpleasant surprise. A construction company had pulled down her house while she was at work. And it was all a joke. Annie lives next to Jackson State University.,anecdotes and real-life stories part 1,2,Advanced,4,2
1249,"The headmistress of a secondary school is walking along the corridor. All of a sudden, she sees a teacher coming out of the bathroom with a thick marker pen in his hand. Curious, the headmistress goes in to have a look. The walls are covered in graffiti.",anecdotes and real-life stories part 1,2,Advanced,4,2
1250,"A man gets a dog for his birthday. At first, he isn't that impressed, but when he takes it out for a walk he soon realises that it's highly intelligent. For example, while they're in the park, there's a sign on a bench that says ""Wet paint"". The dog looks at the sign, barks ""woof woof'.",anecdotes and real-life stories part 1,2,Upper-Intermediate,3,1
1251,"Officials in Peru were left looking stupid after the visit of a ""Nigerian prince"". Thirty-six-year-old Wini Habashu, an unemployed man from Lagos, sent an official-looking letter to the authorities in Peru telling them that he would be paying a visit to their country in early 1998.",anecdotes and real-life stories part 1,2,Upper-Intermediate,3,1
1252,"When he arrived, Habashu was received with full diplomatic honours. He gave numerous press conferences and newspaper interviews. The Minister for Foreign Affairs wined and dined the prince for two days.",anecdotes and real-life stories part 1,2,Advanced,4,2
1253,"They say honesty is the best policy. It certainly was for Bill Ray Harris, a homeless man from Kansas who lives under a bridge. He spends his days begging by the side of the road. Just recently, local woman Sarah Darling accidentally dropped her engagement ring into his cup.",anecdotes and real-life stories part 1,2,Upper-Intermediate,3,1
1260,"Three students working over the summer for an insurance company thought they'd come up with the perfect way to make money. With the help of his two friends, John Gilbert forged death certificates and letters showing that a certain Jacqueline Gilbert had died. The name ""Gilbert"" was chosen for the scam because it was the same as John's surname (Gilbert).
He also produced letters showing that he was the beneficiary of her life insurance money. The claim was approved by James Gargett, another of the students who was working at the same insurance company. However, when the husband of the real Jacqueline Gilbert received notification that his wife's life insurance money had been awarded, he demanded to know what had happened as his wife was ""alive and well"". The three men were arrested after.",anecdotes and real-life stories part 2,2,Upper-Intermediate,3,1
1274,"I'd only gone on holiday for two weeks,"" complained Marly Zewski to reporters in eastern Europe, ""but I couldn't believe what I found when I returned home. The council had built a new road right through my back garden, with a traffic island in the middle, without asking for permission or even telling me they were going to do it. I now have to dodge the traffic every time I feed my chickens who live at the end of my garden. And when I protested, the council officials just laughed. Apparently, they've passed a new law that says they can use private land for road building without asking for the owner's consent or paying compensation. It's disgraceful. A spokesperson for the local council later said, ""I don't know why she's complaining. It's not a very busy road, and she can still get to the back of her garden to feed her chickens easily. What's the problem? Her chickens are all right. She still owns the land. It just has a road running through it now, that's all.""",anecdotes and real-life stories part 2,2,Upper-Intermediate,3,1
1275,"This is another incredible story of twins who were reared separately. This story is known as the case of the ""Jim twins"". Jim Lewis and Jim Springer were identical twins. They were only four weeks old when they were separated: each infant was taken in by a different adoptive family.
The two were finally reunited at age 39. The similarities the twins shared amazed both one another and researchers.
They both have the same name, they are both 183 cm tall and they both weigh exactly 82 kilos. But there's more: as youngsters, each Jim had a dog called ""Toy"". Each Jim has been married twice: the first wives were both called Linda and the second wives were both called Betty. Both Jims at one time had part-time jobs as sheriffs. And if that isn't incredible, what is?",anecdotes and real-life stories part 2,2,Advanced,4,2
1276,"A number of Star Wars fans have been involved in a fight. The incident took place outside a Jedi Church in Holyhead, Wales. Two men dressed in Star Wars' costumes were duelling with light sabres as they filmed a documentary.
""All of a sudden, this guy dressed as Darth Vader started attacking us,"" said one of the men. Apparently, the man, 27-year old Arwel Jones, used a crutch as a light sabre. Jones, who has a drink problem, was given a fine and a suspended sentence. During the attack he shouted ""Darth Vader"" as he hit one man on the head with the crutch and punched the other. However, this man was quite lucky as the real Darth Vader got his hand cut of in the film by Luke Skywalker then killed by a bolt of lightning.",anecdotes and real-life stories part 2,2,Advanced,4,2
1277,"Some strange things are happening in the least likely places: funeral homes. In one incident, local authorities in upstate New York booked a 20-year-old man for breaking in and taking a nap in a coffin. The man was drunk, and caused more than $4,000 in damages. In another incident in Valencia, Spain, a thief broke into a funeral parlour. When he realised the police had arrived, he hid in a glass topped coffin. He tried to play dead, but his breathing and dirty street clothes gave him away. A third incident resulted in a happy ending. A Canadian man's family was at his funeral when his daughter got a phone call… from her dad. Days earlier, the family were informed that the man had been hit by a train. However, he had been incorrectly identified as the deceased.",anecdotes and real-life stories part 2,2,Advanced,4,2
1278,"""Nobody is safe; there is always a stupid criminal out there"" said Kriss Webb, the owner of a shop that was robbed in Texas.
The shop, Spy Supply, sells surveillance equipment. Two brave thieves broke into the store and stole almost $10,000 worth of electrical equipment… in a wheelie bin. During the burglary, the robbers were recorded by 17 rolling cameras. Webb said he was surprised by the burglars' audacity. ""There were numerous warnings that the shop had heavy surveillance,"" he said.
Webb believes that he won't retrieve the stolen goods but he is sure that the villains will be caught. Despite his bad luck, the incident may, ironically, be a good advertisement for his business and convince people to invest more in security.",anecdotes and real-life stories part 2,2,Advanced,4,2
1279,"With the advent of satnav, you should be able to get anywhere without even stopping once to look at the map… or can you? To the annoyance of many drivers in England, satnav systems are pointing drivers to a bridge that has never existed. According to the device, it is possible to drive down a country lane to cross the River Severn at the town of Hampton Loade. But at the end of the road there is no bridge. The local government has had to erect a large sign at the top of the lane. But despite these warnings, and a sign on the main road that leads onto the lane, many drivers are still going down to the river. In another recent case, a satnav took a coach-load of tourists to Lille in Belgium instead of Lille in France.",anecdotes and real-life stories part 2,2,Upper-Intermediate,3,1
1282,"Things went well, but the money ran out and Eric had to leave. However, instead of going, Eric decided to stay so he could finish the project. He worked until midnight every night, then went to sleep on one of the couches at the sprawling office.",anecdotes and real-life stories part 2,2,Upper-Intermediate,3,1
1290,"This is another incredible story of twins who were reared separately. This story is known as the case of the ""Jim twins"". Jim Lewis and Jim Springer were identical twins. They were only four weeks old when they were separated: each infant was taken in by a different adoptive family.",anecdotes and real-life stories part 2,2,Upper-Intermediate,3,1
1291,"The two twins were finally reunited at age 39. The similarities the twins shared amazed both one another and researchers. They both have the same name, they are both 183 cm tall and they both weigh exactly 82 kilos. But there's more: as youngsters, each Jim had a dog called ""Toy"".",anecdotes and real-life stories part 2,2,Advanced,4,2
1292,"""Nobody is safe; there is always a stupid criminal out there"" said Kriss Webb, the owner of a shop that was robbed in Texas. The shop, Spy Supply, sells surveillance equipment. Two brave thieves broke into the store and stole almost $10,000 worth of electrical equipment in a wheelie bin.",anecdotes and real-life stories part 2,2,Upper-Intermediate,3,1
1293,"During the burglary, the robbers were recorded by 17 rolling cameras. Webb said he was surprised by the burglars' audacity. ""There were numerous warnings that the shop had heavy surveillance,"" he said.",anecdotes and real-life stories part 2,2,Advanced,4,2
1294,"Webb believes that he won't retrieve the stolen goods but he is sure that the villains will be caught. Despite his bad luck, the incident may, ironically, be a good advertisement for his business and convince people to invest more in security.",anecdotes and real-life stories part 2,2,Advanced,4,2
1295,"With the advent of satnav, you should be able to get anywhere without even stopping once to look at the map or can you? To the annoyance of many drivers in England, satnav systems are pointing drivers to a bridge that has never existed.",anecdotes and real-life stories part 2,2,Upper-Intermediate,3,1
1300,"Where's Papa going with that ax?"" said Fern to her mother as they were setting the table for breakfast.
""Out to the hoghouse,"" replied Mrs. Arable. ""Some pigs were born last night.""
""I don't see why he needs an ax,"" continued Fern, who was only eight.
""Well,"" said her mother, ""one of the pigs is a runt. It's very small and weak, and it will never amount to anything. So your father has decided to do away with it.""
""Do away with it?"" shrieked Fern. ""You mean kill it? Just because it's smaller than the others?""
Mrs. Arable put a pitcher of cream on the table. ""Don't yell, Fern!"" she said. ""Your father is right. The pig would probably die anyway.""
Fern pushed a chair out of the way and ran outdoors. The grass was wet and the earth smelled of springtime.",charlotte's web,1,Upper-Intermediate,3,2
1301,"Mr. Arable is walking with his daughter and trying to explain some things.
""Fern,"" he said gently, ""you will have to learn to control yourself.""
""Control myself?"" yelled Fern. ""You are going to kill a small pig.""
Tears ran down her cheeks and she took hold of the ax and tried to pull it out of her father's hand.
""Fern,"" said Mr. Arable, ""I know more about raising a litter of pigs than you do. A weakling makes trouble. Now run along!""
""But it's unfair,"" cried Fern. ""The pig couldn't help being born small, could it? If I had been very small at birth, would you have killed me?""
Mr. Arable smiled. ""Certainly not,"" he said, looking down at his daughter with love. ""But this is different. A little girl is one thing, a little runty pig is another.""",charlotte's web,1,Advanced,4,3
1302,"When Mr. Arable, Fern's father, returned to the house half an hour later, he carried a carton under his arm. Fern was upstairs changing her sneakers. The kitchen table was set for breakfast, and the room smelled of coffee, bacon, damp plaster, and wood smoke from the stove.
""Put it on her chair!"" said Mrs. Arable. Mr. Arable set the carton down at Fern's place. Then he walked to the sink and washed his hands and dried them on the roller towel.
Fern came slowly down the stairs. Her eyes were red from crying. As she approached her chair, the carton wobbled, and there was a scratching noise. Fern looked at her father. Then she lifted the lid of the carton. There, inside, looking up at her, was the newborn pig. It was a white one. The morning light shone through its ears, turning them pink.",charlotte's web,1,Advanced,4,3
1303,"Fern couldn't take her eyes off the tiny pig. ""Oh,"" she whispered. ""Oh, look at him! He's absolutely perfect.""
She closed the carton carefully. First she kissed her father, then she kissed her mother. Then she opened the lid again, lifted the pig out, and held it against her cheek. At this moment her brother Avery came into the room. Avery was ten.
He was heavily armed - an air rifle in one hand, a wooden dagger in the other.
""What's that?"" he demanded. ""What's Fern got?""
""She's got a guest for breakfast,"" said Mrs. Arable. ""Wash your hands and face, Avery!""
""Let's see it!"" said Avery, setting his gun down. ""You call that miserable thing a pig? That's a fine specimen of a pig it's no bigger than a white rat.""
""Wash up and eat your breakfast, Avery!"" said his mother.",charlotte's web,1,Intermediate,2,1
1304,"Fern is at the kitchen. She now has a new friend - a pig. A small one, to be sure, but nevertheless a pig. It just shows what can happen if a person gets out of bed promptly.
""Let's have breakfast,"" said Fern's mother.
But Fern couldn't eat until her pig had had a drink of milk.
Mrs. Arable found a baby's nursing bottle and a rubber nipple. She poured warm milk into the bottle, fitted the nipple over the top, and handed it to Fern. ""Give him his breakfast!"" she said.
A minute later, Fern was seated on the floor in the corner of the kitchen with her infant between her knees, teaching it to suck from the bottle. The pig had a good appetite and caught on quickly.
The school bus honked from the road.
""Run!"" commanded Mrs. Arable and girls ran out to the road and climbed into the bus.",charlotte's web,1,Upper-Intermediate,3,2
1305,"Fern loved her pig - Wilbur more than anything. She loved to stroke him, to feed him, to put him to bed. Every morning, as soon as she got up, she warmed his milk, tied his bib on, and held the bottle for him.
Every afternoon, when the school bus stopped in front of her house, she jumped out and ran to the kitchen to fix another bottle for him. She fed him again at suppertime, and again just before going to bed. Mrs. Arable gave him a feeding around noontime each day, when Fern was away in school. Wilbur loved his milk, and he was never happier than when Fern was warming up a bottle for him. He would stand and gaze up at her with adoring eyes.
For the first few days of his life, Wilbur was allowed to live in a box near the stove in the kitchen.",charlotte's web,1,Intermediate,2,1
1306,"It was apple-blossom time, and the days were getting warmer. Mr. Arable fixed a small yard specially for a small pig - Wilbur under an apple tree, and gave him a large wooden box full of straw, with a doorway cut in it so he could walk in and out as he pleased.
""Won't he be cold at night?"" asked Fern.
""No,"" said her father. ""You watch and see what he does.""
Carrying a bottle of milk, Fern sat down under the apple tree inside the yard. Wilbur ran to her and she held the bottle for him while he sucked. When he had finished the last drop, he grunted and walked sleepily into the box. Fern peered through the door. Wilbur was poking the straw with his snout. In a short time he had dug a tunnel in the straw. He crawled into the tunnel and disappeared from sight, completely covered with straw. Fern was enchanted.",charlotte's web,1,Advanced,4,3
1308,"The pig's new home was in the lower part of the barn, directly underneath the cows. Mr. Zuckerman knew that a manure pile is a good place to keep a young pig. Pigs need warmth, and it was warm and comfortable down there in the barn cellar on the south side.
Fern came almost every day to visit her pig - Wilbur. She found an old milking stool that had been discarded, and she placed the stool in the sheepfold next to Wilbur's pen. Here she sat quietly during the long afternoons, thinking and listening and watching Wilbur. The sheep soon got to know her and trust her.
So did the geese, who lived with the sheep. All the animals trusted her, she was so quiet and friendly. It made her happy just to be near the pig, and it made Wilbur happy to know that she was sitting there, right outside his pen.",charlotte's web,1,Intermediate,2,1
1309,"One afternoon in June, when the pig - Wilbur was almost two months old, he wandered out into his small yard outside the barn. Fern had not arrived for her usual visit. Wilbur stood in the sun feeling lonely and bored.
""There's never anything to do around here,"" he thought. He walked slowly to his food trough and sniffed to see if anything had been overlooked at lunch. He found a small strip of potato skin and ate it. His back itched, so he leaned against the fence and rubbed against the boards.
When he tired of this, he walked indoors, climbed to the top of the manure pile, and sat down. He didn't feel like going to sleep, he didn't feel like digging, he was tired of standing still, tired of lying down. ""I'm less than two months old and I'm tired of living,"" he said. He walked out to the yard again.",charlotte's web,1,Advanced,4,3
1310,"The next day was rainy and dark. Rain fell in the barnyard and ran in crooked courses down into the lane where thistles and pigweed grew. Rain spattered against Mrs. Zuckerman's kitchen windows and came gushing out of the downspouts. Rain fell on the backs of the sheep as they grazed in the meadow. When the sheep tired of standing in the rain, they walked slowly up the lane and into the fold.
Rain upset Wilbur's plans. Wilbur had planned to go out, this day, and dig a new hole in his yard. He had other plans, too. His plans for the day went something like this: Breakfast at six-thirty. Skim milk, crusts, middlings, wheat cakes with drops of maple syrup sticking to them, potato skins, leftover custard pudding with raisins, and bits of Shredded Wheat.",charlotte's web,1,Advanced,4,3
1311,"Wilbur had gone to sleep thinking about these plans. He awoke at six, and saw the rain, and it seemed as though he couldn't bear it.
""I get everything all beautifully planned out and it has to go and rain,"" he said.
For a while he stood gloomily indoors. Then he walked to the door and looked out. Drops of rain struck his face. His yard was cold and wet. His trough had an inch of rainwater in it. Templeton was nowhere to be seen.
""Are you out there, Templeton?"" called Wilbur. There was no answer. Suddenly Wilbur felt lonely and friendless.
""One day just like another,"" he groaned. ""I'm very young, I have no real friend here in the barn, it's going to rain all morning and all afternoon, and Fern won't come in such bad weather. Oh, honestly!"" And Wilbur was crying again.",charlotte's web,1,Intermediate,2,1
1312,"At six-thirty Wilbur heard the banging of a pail. Lurvy was standing outside in the rain, stirring up breakfast.
""C'mon, pig!"" said Lurvy.
Wilbur did not budge. Lurvy dumped the slops, scraped the pail, and walked away. He noticed that something was wrong with the pig. Wilbur didn't want food, he wanted love. He wanted a friend - someone who would play with him.
Late that afternoon, Lurvy went to Mr. Zuckerman.
""I think there's something wrong with that pig of yours. He hasn't touched his food.""
""Give him two spoonfuls of sulphur and a little molasses,"" said Mr. Zuckerman.
Wilbur couldn't believe what was happening to him when Lurvy caught him and forced the medicine down his throat. This was certainly the worst day of his life.",charlotte's web,1,Advanced,4,3
1313,"The night seemed long. The pig's stomach was empty and his mind was full. And when your stomach is empty and your mind is full, it's always hard to sleep.
A dozen times during the night Wilbur woke and stared into the blackness, listening to the sounds and trying to figure out what time it was. A barn is never perfectly quiet. Even at midnight there is usually something stirring.
The first time he woke, he heard Templeton gnawing a hole in the grain bin. Templeton's teeth scraped loudly against the wood and made quite a racket. ""That crazy rat!"" thought Wilbur. ""Why does he have to stay up all night, destroying people's property?""
Wilbur yawned and went back to sleep. In his dreams he heard again the voice saying, ""I'll be a friend to you. Go to sleep - you'll see me in the morning.""",charlotte's web,1,Intermediate,2,1
1314,"The barn was still dark. The sheep lay motionless. Even the goose was quiet. Overhead, on the main floor, nothing stirred: the cows were resting, the horses dozed. Templeton had quit work and gone off somewhere on an errand. The only sound was a slight scraping noise from the rooftop, where the weather-vane swung back and forth. The pig loved the barn when it was like this calm and quiet, waiting for light.
""Day is almost here,"" he thought. Through a small window, a faint gleam appeared. One by one the stars went out. Wilbur could see the goose a few feet away. She sat with head tucked under a wing. Then he could see the sheep and the lambs. The sky lightened.
""Oh, beautiful day, it is here at last! Today I shall find my friend.""",charlotte's web,1,Intermediate,2,1
1315,"Wilbur - the pig tried to find his new friend. He searched his pen thoroughly. He examined the window ledge, stared up at the ceiling. But he saw nothing new. Finally, he decided he would have to speak up. He hated to break the lovely stillness of day by using his voice, but he couldn't think of any other way to locate the mysterious new friend who was nowhere to be seen. So Wilbur cleared his throat.
""Attention, please!"" he said in a loud, firm voice. ""Will the party who addressed me at bedtime last night kindly make himself or herself known by giving an appropriate sign or signal!""
Wilbur paused and listened. All the other animals lifted their heads and stared at him. Wilbur blushed. But he was determined to get in touch with his unknown friend.
He did not know it, but his friend was very near, but he was asleep.",charlotte's web,1,Intermediate,2,1
